iShares MSCI ACWI ETF
Fund Holdings as of,"Sep 21, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"206,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SAND","SANDVIK","Industrials","Equity","12,423,071.68","0.04","12,423,071.68","325,275.00","38.19","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"NTAP","NETAPP INC","Information Technology","Equity","12,420,042.00","0.04","12,420,042.00","62,680.00","198.15","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","12,355,425.76","0.04","12,355,425.76","64,378.00","191.92","United States","NASDAQ","USD","1.00","USD","-"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","12,345,297.59","0.04","12,345,297.59","991,855.00","12.45","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","12,305,680.10","0.04","12,305,680.10","216,194.00","56.92","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"6301","KOMATSU","Industrials","Equity","12,303,004.29","0.04","12,303,004.29","276,300.00","44.53","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","12,279,431.56","0.04","12,279,431.56","88,132.00","139.33","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS CLASS A","Health Care","Equity","12,256,745.55","0.04","12,256,745.55","46,905.00","261.31","United States","NYSE","USD","1.00","USD","-"
"SE","SEA ADS REPRESENTING LTD CLASS A","Consumer Discretionary","Equity","12,237,522.40","0.04","12,237,522.40","119,216.00","102.65","Singapore","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON","Utilities","Equity","12,215,078.46","0.04","12,215,078.46","117,611.00","103.86","United States","NYSE","USD","1.00","USD","-"
"U11","UNITED OVERSEAS BANK","Financials","Equity","12,175,163.60","0.04","12,175,163.60","369,000.00","33.00","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"HLN","HALEON PLC","Health Care","Equity","12,160,665.23","0.04","12,160,665.23","2,652,598.00","4.58","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"WCN","WASTE CONNECTIONS","Industrials","Equity","12,157,632.45","0.04","12,157,632.45","78,159.00","155.55","United States","NYSE","USD","1.00","USD","-"
"RIO","RIO TINTO LTD","Materials","Equity","12,151,884.06","0.04","12,151,884.06","102,654.00","118.38","Australia","Asx - All Markets","USD","1.40","AUD","Jan 02, 1985"
"2881","FUBON FINANCIAL HOLDING","Financials","Equity","12,146,708.65","0.04","12,146,708.65","2,496,640.00","4.87","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","12,145,903.54","0.04","12,145,903.54","173,786.00","69.89","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE","Communication","Equity","12,087,403.52","0.04","12,087,403.52","57,581.00","209.92","United States","NASDAQ","USD","1.00","USD","-"
"2891","CTBC FINANCIAL HOLDING","Financials","Equity","12,078,007.20","0.04","12,078,007.20","5,448,142.00","2.22","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"8630","SOMPO HOLDINGS","Financials","Equity","12,007,559.30","0.04","12,007,559.30","274,400.00","43.76","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"PAYX","PAYCHEX","Industrials","Equity","11,993,932.86","0.04","11,993,932.86","104,286.00","115.01","United States","NASDAQ","USD","1.00","USD","-"
"6701","NEC","Information Technology","Equity","11,981,490.40","0.04","11,981,490.40","392,100.00","30.56","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"REP","REPSOL","Energy","Equity","11,970,460.38","0.04","11,970,460.38","356,826.00","33.55","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"6723","RENESAS ELECTRONICS CORP","Information Technology","Equity","11,918,493.73","0.04","11,918,493.73","567,200.00","21.01","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"G","ASSICURAZIONI GENERALI","Financials","Equity","11,915,847.58","0.04","11,915,847.58","226,917.00","52.51","Italy","Borsa Italiana","USD","0.87","EUR","-"
"POW","POWER CORPORATION OF CANADA","Financials","Equity","11,862,350.82","0.04","11,862,350.82","174,572.00","67.95","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"7182","JAPAN POST BANK LTD","Financials","Equity","11,853,828.23","0.04","11,853,828.23","571,900.00","20.73","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"1303","NAN YA PLASTICS CORP","Materials","Equity","11,794,221.09","0.04","11,794,221.09","1,563,830.00","7.54","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"5802","SUMITOMO ELECTRIC INDUSTRIES","Consumer Discretionary","Equity","11,780,802.35","0.04","11,780,802.35","891,700.00","13.21","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","11,774,283.75","0.04","11,774,283.75","84,555.00","139.25","United States","NYSE","USD","1.00","USD","-"
"1211","BYD H","Consumer Discretionary","Equity","11,745,557.21","0.04","11,745,557.21","1,134,900.00","10.35","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"GFI","GOLD FIELDS","Materials","Equity","11,724,520.80","0.04","11,724,520.80","279,594.00","41.93","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"GIVN","GIVAUDAN SA","Materials","Equity","11,708,173.96","0.04","11,708,173.96","2,852.00","4,105.25","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"ROP","ROPER TECHNOLOGIES","Information Technology","Equity","11,691,703.80","0.04","11,691,703.80","31,997.00","365.40","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY","Energy","Equity","11,674,362.87","0.03","11,674,362.87","61,681.00","189.27","United States","NASDAQ","USD","1.00","USD","-"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Equity","11,670,209.90","0.03","11,670,209.90","450,269.00","25.92","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"P","EVERPURE INC CLASS A","Information Technology","Equity","11,645,035.30","0.03","11,645,035.30","102,455.00","113.66","United States","NYSE","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP","Financials","Equity","11,609,216.19","0.03","11,609,216.19","88,803.00","130.73","United States","NYSE","USD","1.00","USD","-"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","11,565,415.05","0.03","11,565,415.05","632,744.00","18.28","Australia","Asx - All Markets","USD","1.40","AUD","-"
"OTP","OTP BANK","Financials","Equity","11,538,973.27","0.03","11,538,973.27","78,770.00","146.49","Hungary","Budapest Stock Exchange","USD","315.65","HUF","-"
"005380","HYUNDAI MOTOR","Consumer Discretionary","Equity","11,493,405.73","0.03","11,493,405.73","44,224.00","259.89","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"DOL","DOLLARAMA","Consumer Discretionary","Equity","11,445,368.73","0.03","11,445,368.73","89,760.00","127.51","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrials","Equity","11,412,008.96","0.03","11,412,008.96","141,895.00","80.43","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"NTR","NUTRIEN LTD","Materials","Equity","11,407,896.78","0.03","11,407,896.78","153,006.00","74.56","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"GALD","GALDERMA GROUP N AG","Health Care","Equity","11,387,679.68","0.03","11,387,679.68","57,973.00","196.43","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","11,375,672.60","0.03","11,375,672.60","476,409.00","23.88","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"SYY","SYSCO","Consumer Staples","Equity","11,345,919.09","0.03","11,345,919.09","144,663.00","78.43","United States","NYSE","USD","1.00","USD","-"
"ASSA B","ASSA ABLOY B","Industrials","Equity","11,296,024.80","0.03","11,296,024.80","313,026.00","36.09","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"SDZ","SANDOZ GROUP AG","Health Care","Equity","11,279,114.58","0.03","11,279,114.58","132,803.00","84.93","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"ILMN","ILLUMINA INC","Health Care","Equity","11,281,140.34","0.03","11,281,140.34","47,237.00","238.82","United States","NASDAQ","USD","1.00","USD","-"
"PETR3","PETROLEO BRASILEIRO SA PETROBRAS","Energy","Equity","11,253,207.75","0.03","11,253,207.75","1,086,856.00","10.35","Brazil","XBSP","USD","5.11","BRL","-"
"III","3I GROUP PLC","Financials","Equity","11,226,134.88","0.03","11,226,134.88","309,639.00","36.26","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"DSV","DSV","Industrials","Equity","11,207,917.49","0.03","11,207,917.49","60,732.00","184.55","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","11,182,281.85","0.03","11,182,281.85","95,665.00","116.89","United States","NYSE","USD","1.00","USD","-"
"SWED A","SWEDBANK","Financials","Equity","11,104,440.32","0.03","11,104,440.32","264,407.00","42.00","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","11,090,840.04","0.03","11,090,840.04","24,534.00","452.06","United States","NASDAQ","USD","1.00","USD","-"
"KBC","KBC GROEP","Financials","Equity","11,075,967.89","0.03","11,075,967.89","72,206.00","153.39","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"3017","ASIA VITAL COMPONENTS","Information Technology","Equity","11,076,489.48","0.03","11,076,489.48","103,000.00","107.54","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"ACGL","ARCH CAPITAL GROUP","Financials","Equity","11,072,455.34","0.03","11,072,455.34","115,603.00","95.78","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP","Utilities","Equity","11,047,110.88","0.03","11,047,110.88","106,756.00","103.48","United States","NYSE","USD","1.00","USD","-"
"NPN","NASPERS LIMITED CLASS N","Consumer Discretionary","Equity","11,002,975.44","0.03","11,002,975.44","249,575.00","44.09","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"PRU","PRUDENTIAL PLC","Financials","Equity","11,000,013.36","0.03","11,000,013.36","841,542.00","13.07","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"K","KINROSS GOLD","Materials","Equity","10,981,445.28","0.03","10,981,445.28","393,907.00","27.88","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"992","LENOVO GROUP","Information Technology","Equity","10,978,211.41","0.03","10,978,211.41","2,410,000.00","4.56","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"6762","TDK","Information Technology","Equity","10,964,473.73","0.03","10,964,473.73","606,900.00","18.07","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"SIKA","SIKA AG","Materials","Equity","10,922,558.17","0.03","10,922,558.17","48,336.00","225.97","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","10,908,978.14","0.03","10,908,978.14","157,394.00","69.31","United States","NYSE","USD","1.00","USD","-"
"6954","FANUC CORP","Industrials","Equity","10,847,428.48","0.03","10,847,428.48","291,900.00","37.16","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"EME","EMCOR GROUP","Industrials","Equity","10,844,345.52","0.03","10,844,345.52","14,312.00","757.71","United States","NYSE","USD","1.00","USD","-"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","10,826,023.18","0.03","10,826,023.18","82,200.00","131.70","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"9432","NTT","Communication","Equity","10,827,037.43","0.03","10,827,037.43","9,616,400.00","1.13","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"DXCM","DEXCOM INC","Health Care","Equity","10,794,741.86","0.03","10,794,741.86","121,058.00","89.17","United States","NASDAQ","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS","Health Care","Equity","10,755,455.04","0.03","10,755,455.04","44,022.00","244.32","United States","NASDAQ","USD","1.00","USD","-"
"KVUE","KENVUE","Consumer Staples","Equity","10,683,688.41","0.03","10,683,688.41","604,623.00","17.67","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE","Industrials","Equity","10,669,603.84","0.03","10,669,603.84","60,844.00","175.36","United States","NASDAQ","USD","1.00","USD","-"
"DANSKE","DANSKE BANK","Financials","Equity","10,619,129.69","0.03","10,619,129.69","182,907.00","58.06","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","10,615,532.62","0.03","10,615,532.62","566,000.00","18.76","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"WOW","WOOLWORTHS GROUP LTD","Consumer Staples","Equity","10,592,840.26","0.03","10,592,840.26","390,159.00","27.15","Australia","Asx - All Markets","USD","1.40","AUD","-"
"EXPE","EXPEDIA GROUP","Consumer Discretionary","Equity","10,585,180.34","0.03","10,585,180.34","37,667.00","281.02","United States","NASDAQ","USD","1.00","USD","-"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","10,573,607.05","0.03","10,573,607.05","57,794.00","182.95","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"RVMD","REVOLUTION MEDICINES","Health Care","Equity","10,536,647.12","0.03","10,536,647.12","54,662.00","192.76","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","10,508,775.56","0.03","10,508,775.56","46,996.00","223.61","United States","NYSE","USD","1.00","USD","-"
"STMPA","STMICROELECTRONICS","Information Technology","Equity","10,482,979.57","0.03","10,482,979.57","204,638.00","51.23","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"KR","KROGER","Consumer Staples","Equity","10,474,580.27","0.03","10,474,580.27","175,483.00","59.69","United States","NYSE","USD","1.00","USD","-"
"EXPN","EXPERIAN PLC","Industrials","Equity","10,460,020.77","0.03","10,460,020.77","288,083.00","36.31","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"VOD","VODAFONE GROUP PLC","Communication","Equity","10,446,126.49","0.03","10,446,126.49","6,107,165.00","1.71","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"KMB","KIMBERLY CLARK","Consumer Staples","Equity","10,429,542.18","0.03","10,429,542.18","106,707.00","97.74","United States","NASDAQ","USD","1.00","USD","-"
"2882","CATHAY FINANCIAL HOLDING","Financials","Equity","10,338,041.06","0.03","10,338,041.06","2,905,264.00","3.56","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","10,337,416.74","0.03","10,337,416.74","9,111.00","1,134.61","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"ALC","ALCON AG","Health Care","Equity","10,329,379.56","0.03","10,329,379.56","158,434.00","65.20","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"055550","SHINHAN FINANCIAL GROUP","Financials","Equity","10,320,114.02","0.03","10,320,114.02","126,045.00","81.88","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","10,314,024.76","0.03","10,314,024.76","643,019.00","16.04","United States","NASDAQ","USD","1.00","USD","-"
"INFY","INFOSYS","Information Technology","Equity","10,302,752.39","0.03","10,302,752.39","950,574.00","10.84","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MTB","M&T BANK","Financials","Equity","10,297,402.16","0.03","10,297,402.16","45,371.00","226.96","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","10,263,831.80","0.03","10,263,831.80","41,689.00","246.20","United States","NYSE","USD","1.00","USD","-"
"JBL","JABIL","Information Technology","Equity","10,255,543.24","0.03","10,255,543.24","33,772.00","303.67","United States","NYSE","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","10,256,238.72","0.03","10,256,238.72","52,416.00","195.67","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","10,245,824.51","0.03","10,245,824.51","44,549.00","229.99","United States","NASDAQ","USD","1.00","USD","-"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","10,238,460.10","0.03","10,238,460.10","961,417.00","10.65","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"MDB","MONGODB CLASS A","Information Technology","Equity","10,204,086.90","0.03","10,204,086.90","25,053.00","407.30","United States","NASDAQ","USD","1.00","USD","-"
"POLI","BANK HAPOALIM BM","Financials","Equity","10,178,987.50","0.03","10,178,987.50","383,791.00","26.52","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"AD","KONINKLIJKE AHOLD DELHAIZE","Consumer Staples","Equity","10,180,536.15","0.03","10,180,536.15","277,730.00","36.66","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"8308","RESONA HOLDINGS","Financials","Equity","10,174,950.94","0.03","10,174,950.94","653,600.00","15.57","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"9618","JD.COM CLASS A","Consumer Discretionary","Equity","10,160,372.73","0.03","10,160,372.73","756,326.00","13.43","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"OKTA","OKTA CLASS A","Information Technology","Equity","10,155,222.41","0.03","10,155,222.41","53,077.00","191.33","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","10,125,374.14","0.03","10,125,374.14","138,287.00","73.22","United States","NYSE","USD","1.00","USD","-"
"SUNB","SUNBELT RENTALS HOLDINGS INC","Industrials","Equity","10,125,712.90","0.03","10,125,712.90","138,994.00","72.85","United States","NYSE","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","10,121,802.56","0.03","10,121,802.56","155,744.00","64.99","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","10,037,130.19","0.03","10,037,130.19","45,817.00","219.07","United States","NASDAQ","USD","1.00","USD","-"
"VWS","VESTAS WIND SYSTEMS","Industrials","Equity","10,019,060.31","0.03","10,019,060.31","305,064.00","32.84","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","10,007,708.80","0.03","10,007,708.80","53,440.00","187.27","United States","NASDAQ","USD","1.00","USD","-"
"RBLX","ROBLOX CLASS A","Communication","Equity","9,935,068.75","0.03","9,935,068.75","193,855.00","51.25","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST","Financials","Equity","9,888,061.20","0.03","9,888,061.20","55,256.00","178.95","United States","NASDAQ","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","9,880,203.62","0.03","9,880,203.62","138,514.00","71.33","United States","NYSE","USD","1.00","USD","-"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","9,837,928.49","0.03","9,837,928.49","147,128.00","66.87","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"8015","TOYOTA TSUSHO","Industrials","Equity","9,824,288.93","0.03","9,824,288.93","207,300.00","47.39","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"EQT","EQT","Energy","Equity","9,775,650.78","0.03","9,775,650.78","195,006.00","50.13","United States","NYSE","USD","1.00","USD","-"
"MT","ARCELORMITTAL SA","Materials","Equity","9,765,238.72","0.03","9,765,238.72","135,404.00","72.12","France","Euronext Amsterdam","USD","0.87","EUR","-"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","9,729,138.78","0.03","9,729,138.78","299,418.00","32.49","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"MLM","MARTIN MARIETTA MATERIALS","Materials","Equity","9,711,086.45","0.03","9,711,086.45","19,435.00","499.67","United States","NYSE","USD","1.00","USD","-"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","9,592,571.37","0.03","9,592,571.37","5,987.00","1,602.23","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"ABN","ABN AMRO BANK NV","Financials","Equity","9,566,561.25","0.03","9,566,561.25","189,723.00","50.42","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"MBG","MERCEDES-BENZ GROUP N AG","Consumer Discretionary","Equity","9,549,111.73","0.03","9,549,111.73","190,613.00","50.10","Germany","Xetra","USD","0.87","EUR","-"
"MTD","METTLER TOLEDO","Health Care","Equity","9,549,617.44","0.03","9,549,617.44","6,676.00","1,430.44","United States","NYSE","USD","1.00","USD","-"
"UCB","UCB SA","Health Care","Equity","9,494,244.35","0.03","9,494,244.35","39,016.00","243.34","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"EXR","EXTRA SPACE STORAGE REIT","Real Estate","Equity","9,451,199.76","0.03","9,451,199.76","68,756.00","137.46","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","9,423,731.36","0.03","9,423,731.36","139,901.00","67.36","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","9,378,260.12","0.03","9,378,260.12","30,566.00","306.82","United States","NASDAQ","USD","1.00","USD","-"
"6146","DISCO CORP","Information Technology","Equity","9,353,878.39","0.03","9,353,878.39","28,100.00","332.88","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","9,345,472.38","0.03","9,345,472.38","144,198.00","64.81","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","9,340,007.00","0.03","9,340,007.00","283,460.00","32.95","United States","NYSE","USD","1.00","USD","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","9,297,464.07","0.03","9,297,464.07","828,801.00","11.22","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"ORA","ORANGE SA","Communication","Equity","9,274,136.87","0.03","9,274,136.87","538,358.00","17.23","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","Jan 01, 1998"
"8604","NOMURA HOLDINGS","Financials","Equity","9,258,601.05","0.03","9,258,601.05","922,200.00","10.04","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","9,250,504.38","0.03","9,250,504.38","290,102.00","31.89","India","National Stock Exchange Of India","USD","95.82","INR","-"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","9,237,801.56","0.03","9,237,801.56","976,904.00","9.46","Australia","Asx - All Markets","USD","1.40","AUD","-"
"4578","OTSUKA HOLDINGS","Health Care","Equity","9,236,361.33","0.03","9,236,361.33","130,800.00","70.61","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"086790","HANA FINANCIAL GROUP","Financials","Equity","9,225,753.14","0.03","9,225,753.14","93,913.00","98.24","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"AEE","AMEREN","Utilities","Equity","9,211,541.80","0.03","9,211,541.80","90,460.00","101.83","United States","NYSE","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","9,182,731.32","0.03","9,182,731.32","128,772.00","71.31","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","9,173,490.04","0.03","9,173,490.04","127,907.00","71.72","United States","NASDAQ","USD","1.00","USD","-"
"AV.","AVIVA PLC","Financials","Equity","9,153,136.16","0.03","9,153,136.16","949,533.00","9.64","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","9,155,964.51","0.03","9,155,964.51","126,621.00","72.31","United States","NYSE","USD","1.00","USD","-"
"2360","CHROMA ATE INC","Information Technology","Equity","9,124,259.98","0.03","9,124,259.98","122,000.00","74.79","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"2345","ACCTON TECHNOLOGY","Information Technology","Equity","9,096,863.58","0.03","9,096,863.58","157,000.00","57.94","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"PCG","PG&E CORP","Utilities","Equity","9,090,013.56","0.03","9,090,013.56","702,474.00","12.94","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES","Financials","Equity","9,081,650.63","0.03","9,081,650.63","54,977.00","165.19","United States","NYSE","USD","1.00","USD","-"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","9,056,295.37","0.03","9,056,295.37","3,629,575.00","2.50","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS CLA","Information Technology","Equity","9,054,381.16","0.03","9,054,381.16","152,482.00","59.38","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","9,048,661.91","0.03","9,048,661.91","33,337.00","271.43","United States","Cboe BZX","USD","1.00","USD","-"
"CBK","COMMERZBANK AG","Financials","Equity","9,015,635.59","0.03","9,015,635.59","187,769.00","48.01","Germany","Xetra","USD","0.87","EUR","-"
"CCL","CARNIVAL CORP LTD","Consumer Discretionary","Equity","9,015,738.72","0.03","9,015,738.72","404,112.00","22.31","United States","NYSE","USD","1.00","USD","-"
"2327","YAGEO","Information Technology","Equity","9,004,049.88","0.03","9,004,049.88","513,344.00","17.54","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"4062","IBIDEN LTD","Information Technology","Equity","8,990,519.13","0.03","8,990,519.13","72,400.00","124.18","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ERIC B","ERICSSON B","Information Technology","Equity","8,944,727.50","0.03","8,944,727.50","876,561.00","10.20","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","Jan 01, 1998"
"FER","FERROVIAL NV","Industrials","Equity","8,936,053.18","0.03","8,936,053.18","160,098.00","55.82","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"2887","TS FINANCIAL HOLDING","Financials","Equity","8,912,928.98","0.03","8,912,928.98","6,462,077.00","1.38","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","8,914,701.38","0.03","8,914,701.38","208,100.00","42.84","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"FSR","FIRSTRAND LTD","Financials","Equity","8,915,660.24","0.03","8,915,660.24","1,533,811.00","5.81","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","8,907,667.66","0.03","8,907,667.66","54,237.00","164.24","Germany","Xetra","USD","0.87","EUR","-"
"2382","QUANTA COMPUTER","Information Technology","Equity","8,884,793.42","0.03","8,884,793.42","819,000.00","10.85","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","8,855,105.68","0.03","8,855,105.68","36,161.00","244.88","United States","NYSE","USD","1.00","USD","-"
