iShares MSCI ACWI ETF
Fund Holdings as of,"Sep 21, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"206,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CVS","CVS HEALTH","Health Care","Equity","35,567,176.80","0.11","35,567,176.80","406,018.00","87.60","United States","NYSE","USD","1.00","USD","-"
"NET","CLOUDFLARE CLASS A","Information Technology","Equity","35,244,015.73","0.11","35,244,015.73","100,219.00","351.67","United States","NYSE","USD","1.00","USD","-"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","35,175,328.72","0.11","35,175,328.72","170,709.00","206.05","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"RIO","RIO TINTO PLC","Materials","Equity","35,062,362.79","0.11","35,062,362.79","362,876.00","96.62","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","35,006,058.20","0.10","35,006,058.20","65,383.00","535.40","United States","NYSE","USD","1.00","USD","-"
"FTNT","FORTINET","Information Technology","Equity","34,790,164.20","0.10","34,790,164.20","198,540.00","175.23","United States","NASDAQ","USD","1.00","USD","-"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","34,478,850.29","0.10","34,478,850.29","47,063.00","732.61","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","34,268,864.50","0.10","34,268,864.50","361,105.00","94.90","United States","NASDAQ","USD","1.00","USD","-"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","34,259,262.64","0.10","34,259,262.64","294,087.00","116.49","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","34,166,305.80","0.10","34,166,305.80","126,570.00","269.94","United States","NASDAQ","USD","1.00","USD","-"
"ISP","INTESA SANPAOLO","Financials","Equity","34,148,085.50","0.10","34,148,085.50","4,389,951.00","7.78","Italy","Borsa Italiana","USD","0.87","EUR","-"
"DTE","DEUTSCHE TELEKOM N AG","Communication","Equity","34,032,769.16","0.10","34,032,769.16","1,086,968.00","31.31","Germany","Xetra","USD","0.87","EUR","-"
"INGA","ING GROEP","Financials","Equity","33,817,298.14","0.10","33,817,298.14","916,101.00","36.91","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","33,789,327.48","0.10","33,789,327.48","176,926.00","190.98","United States","NYSE","USD","1.00","USD","-"
"ENB","ENBRIDGE","Energy","Equity","33,750,959.95","0.10","33,750,959.95","698,778.00","48.30","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"BNY","BANK OF NEW YORK MELLON CORP","Financials","Equity","33,663,899.17","0.10","33,663,899.17","218,753.00","153.89","United States","NYSE","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","33,519,618.27","0.10","33,519,618.27","33,519,618.00","1.00","United States","-","USD","1.00","USD","-"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","33,302,983.27","0.10","33,302,983.27","26,785,260.00","1.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"EQIX","EQUINIX REIT","Real Estate","Equity","33,114,440.46","0.10","33,114,440.46","31,321.00","1,057.26","United States","NASDAQ","USD","1.00","USD","-"
"1299","AIA GROUP","Financials","Equity","33,064,158.76","0.10","33,064,158.76","3,353,800.00","9.86","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"MCK","MCKESSON CORP","Health Care","Equity","32,992,640.46","0.10","32,992,640.46","37,218.00","886.47","United States","NYSE","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","32,984,949.75","0.10","32,984,949.75","126,017.00","261.75","United States","NYSE","USD","1.00","USD","-"
"OR","LOREAL SA","Consumer Staples","Equity","32,899,535.38","0.10","32,899,535.38","74,715.00","440.33","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","32,881,147.20","0.10","32,881,147.20","455,670.00","72.16","United States","NYSE","USD","1.00","USD","-"
"AEM","AGNICO EAGLE MINES","Materials","Equity","32,033,139.59","0.10","32,033,139.59","161,846.00","197.92","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"CME","CME GROUP CLASS A","Financials","Equity","31,629,466.35","0.09","31,629,466.35","114,795.00","275.53","United States","NASDAQ","USD","1.00","USD","-"
"GSK","GLAXOSMITHKLINE","Health Care","Equity","31,578,978.63","0.09","31,578,978.63","1,235,641.00","25.56","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","31,574,566.56","0.09","31,574,566.56","652,465.00","48.39","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"ADBE","ADOBE INC","Information Technology","Equity","31,490,921.12","0.09","31,490,921.12","126,206.00","249.52","United States","NASDAQ","USD","1.00","USD","-"
"2317","HON HAI PRECISION INDUSTRY","Information Technology","Equity","30,954,780.20","0.09","30,954,780.20","3,932,000.00","7.87","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","Sep 26, 1991"
"PWR","QUANTA SERVICES INC","Industrials","Equity","30,664,706.59","0.09","30,664,706.59","47,719.00","642.61","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","30,545,198.66","0.09","30,545,198.66","357,421.00","85.46","United States","NYSE","USD","1.00","USD","-"
"SYK","STRYKER","Health Care","Equity","30,320,204.39","0.09","30,320,204.39","110,581.00","274.19","United States","NYSE","USD","1.00","USD","-"
"8058","MITSUBISHI","Industrials","Equity","30,211,334.50","0.09","30,211,334.50","961,700.00","31.41","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","30,170,771.64","0.09","30,170,771.64","69,627.00","433.32","United States","NYSE","USD","1.00","USD","-"
"BX","BLACKSTONE","Financials","Equity","29,887,621.94","0.09","29,887,621.94","236,434.00","126.41","United States","NYSE","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS CLASS A","Financials","Equity","29,853,642.60","0.09","29,853,642.60","242,122.00","123.30","United States","NASDAQ","USD","1.00","USD","-"
"SAN","SANOFI SA","Health Care","Equity","29,612,930.95","0.09","29,612,930.95","346,038.00","85.58","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"SPCX","SPACE EXPLORATION TECHNOLOGIES COR","Communication","Equity","29,596,627.95","0.09","29,596,627.95","194,907.00","151.85","United States","NASDAQ","USD","1.00","USD","-"
"8766","TOKIO MARINE HOLDINGS","Financials","Equity","29,529,893.63","0.09","29,529,893.63","567,100.00","52.07","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"6861","KEYENCE","Information Technology","Equity","29,372,484.52","0.09","29,372,484.52","60,400.00","486.30","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"USB","US BANCORP","Financials","Equity","29,336,669.40","0.09","29,336,669.40","485,385.00","60.44","United States","NYSE","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP","Financials","Equity","29,143,421.25","0.09","29,143,421.25","124,945.00","233.25","United States","NYSE","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","29,082,701.52","0.09","29,082,701.52","115,932.00","250.86","United States","NYSE","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","29,064,174.10","0.09","29,064,174.10","248,965.00","116.74","United States","NYSE","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE","Industrials","Equity","28,914,415.53","0.09","28,914,415.53","127,169.00","227.37","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","28,439,268.11","0.09","28,439,268.11","69,481.00","409.31","United States","NYSE","USD","1.00","USD","-"
"BARC","BARCLAYS PLC","Financials","Equity","28,408,886.87","0.09","28,408,886.87","4,509,164.00","6.30","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","28,324,037.28","0.08","28,324,037.28","195,096.00","145.18","United States","NYSE","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","27,923,407.14","0.08","27,923,407.14","179,722.00","155.37","United States","NYSE","USD","1.00","USD","-"
"IFX","INFINEON TECHNOLOGIES AG","Information Technology","Equity","27,708,447.18","0.08","27,708,447.18","414,325.00","66.88","Germany","Xetra","USD","0.87","EUR","-"
"WMB","WILLIAMS","Energy","Equity","27,688,569.30","0.08","27,688,569.30","386,442.00","71.65","United States","NYSE","USD","1.00","USD","-"
"HDFCBANK","HDFC BANK","Financials","Equity","27,504,912.04","0.08","27,504,912.04","3,563,783.00","7.72","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MMM","3M","Industrials","Equity","27,401,517.00","0.08","27,401,517.00","166,100.00","164.97","United States","NYSE","USD","1.00","USD","-"
"NAB","NATIONAL AUSTRALIA BANK","Financials","Equity","27,368,212.29","0.08","27,368,212.29","991,894.00","27.59","Australia","Asx - All Markets","USD","1.40","AUD","-"
"WBC","WESTPAC BANKING CORPORATION","Financials","Equity","27,002,457.30","0.08","27,002,457.30","1,084,823.00","24.89","Australia","Asx - All Markets","USD","1.40","AUD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","26,984,312.32","0.08","26,984,312.32","177,856.00","151.72","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX","Industrials","Equity","26,873,704.62","0.08","26,873,704.62","584,338.00","45.99","United States","NASDAQ","USD","1.00","USD","-"
"CS","AXA SA","Financials","Equity","26,704,343.97","0.08","26,704,343.97","519,086.00","51.45","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"MELI","MERCADOLIBRE","Consumer Discretionary","Equity","26,648,039.86","0.08","26,648,039.86","14,638.00","1,820.47","United States","NASDAQ","USD","1.00","USD","-"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","26,584,836.15","0.08","26,584,836.15","18,071,584.00","1.47","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","26,556,884.25","0.08","26,556,884.25","430,071.00","61.75","United States","NYSE","USD","1.00","USD","-"
"INTU","INTUIT","Information Technology","Equity","26,483,073.72","0.08","26,483,073.72","87,081.00","304.12","United States","NASDAQ","USD","1.00","USD","-"
"MRSH","MARSH","Financials","Equity","26,431,859.76","0.08","26,431,859.76","153,033.00","172.72","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS","Health Care","Equity","26,351,582.55","0.08","26,351,582.55","33,015.00","798.17","United States","NASDAQ","USD","1.00","USD","-"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","26,344,681.66","0.08","26,344,681.66","960,935.00","27.42","United Kingdom","London Stock Exchange","USD","0.75","GBP","Jan 01, 1998"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","26,041,491.20","0.08","26,041,491.20","125,780.00","207.04","United States","NYSE","USD","1.00","USD","-"
"CMCSA","COMCAST CLASS A","Communication","Equity","25,989,985.57","0.08","25,989,985.57","1,133,449.00","22.93","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","25,981,653.75","0.08","25,981,653.75","99,125.00","262.11","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT","Real Estate","Equity","25,928,973.00","0.08","25,928,973.00","148,505.00","174.60","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","25,885,248.48","0.08","25,885,248.48","156,624.00","165.27","United States","NASDAQ","USD","1.00","USD","-"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Equity","25,835,358.49","0.08","25,835,358.49","953,328.00","27.10","Australia","Asx - All Markets","USD","1.40","AUD","Jan 01, 1998"
"CDNS","CADENCE DESIGN SYSTEMS","Information Technology","Equity","25,781,927.40","0.08","25,781,927.40","87,426.00","294.90","United States","NASDAQ","USD","1.00","USD","-"
"8001","ITOCHU","Industrials","Equity","25,738,767.74","0.08","25,738,767.74","1,757,300.00","14.65","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","25,728,883.90","0.08","25,728,883.90","72,701.00","353.90","United States","NYSE","USD","1.00","USD","-"
"6981","MURATA MANUFACTURING","Information Technology","Equity","25,466,682.33","0.08","25,466,682.33","516,600.00","49.30","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ENEL","ENEL","Utilities","Equity","25,447,296.69","0.08","25,447,296.69","2,478,784.00","10.27","Italy","Borsa Italiana","USD","0.87","EUR","-"
"SU","SUNCOR ENERGY INC","Energy","Equity","25,372,430.93","0.08","25,372,430.93","376,317.00","67.42","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"O39","OVERSEA-CHINESE BANKING","Financials","Equity","25,307,207.96","0.08","25,307,207.96","1,019,600.00","24.82","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"7011","MITSUBISHI HEAVY INDUSTRIES","Industrials","Equity","25,164,542.94","0.08","25,164,542.94","1,021,600.00","24.63","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"9983","FAST RETAILING","Consumer Discretionary","Equity","24,927,385.30","0.07","24,927,385.30","58,000.00","429.78","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","24,795,384.25","0.07","24,795,384.25","101,185.00","245.05","United States","NASDAQ","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES","Financials","Equity","24,782,576.88","0.07","24,782,576.88","66,776.00","371.13","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","24,746,427.68","0.07","24,746,427.68","53,638.00","461.36","United States","NYSE","USD","1.00","USD","-"
"SLB","SLB","Energy","Equity","24,659,136.88","0.07","24,659,136.88","476,413.00","51.76","United States","NYSE","USD","1.00","USD","-"
"8031","MITSUI","Industrials","Equity","24,648,916.34","0.07","24,648,916.34","752,100.00","32.77","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"MDLZ","MONDELEZ INTERNATIONAL CLASS A","Consumer Staples","Equity","24,647,497.27","0.07","24,647,497.27","409,631.00","60.17","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","24,485,444.65","0.07","24,485,444.65","291,667.00","83.95","United States","NYSE","USD","1.00","USD","-"
"CP","CANADIAN PACIFIC KANSAS CITY","Industrials","Equity","24,467,643.11","0.07","24,467,643.11","281,044.00","87.06","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","24,434,049.00","0.07","24,434,049.00","1,876,847.00","13.02","India","National Stock Exchange Of India","USD","95.82","INR","-"
"SPOT","SPOTIFY TECHNOLOGY","Communication","Equity","24,267,519.20","0.07","24,267,519.20","46,960.00","516.77","Sweden","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL CLASS A","Consumer Discretionary","Equity","24,197,278.56","0.07","24,197,278.56","70,616.00","342.66","United States","NASDAQ","USD","1.00","USD","-"
"BN","BROOKFIELD CLASS A","Financials","Equity","24,156,546.51","0.07","24,156,546.51","634,330.00","38.08","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"402340","SK SQUARE","Industrials","Equity","24,126,048.43","0.07","24,126,048.43","29,571.00","815.87","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"APP","APPLOVIN CLASS A","Communication","Equity","24,042,319.06","0.07","24,042,319.06","72,818.00","330.17","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES","Energy","Equity","23,974,654.88","0.07","23,974,654.88","169,576.00","141.38","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","23,926,200.83","0.07","23,926,200.83","25,067.00","954.49","United States","NASDAQ","USD","1.00","USD","-"
"MFC","MANULIFE FINANCIAL","Financials","Equity","23,636,571.21","0.07","23,636,571.21","528,823.00","44.70","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","23,470,101.33","0.07","23,470,101.33","40,206.00","583.75","Germany","Xetra","USD","0.87","EUR","-"
"BE","BLOOM ENERGY CLASS A","Industrials","Equity","23,464,446.65","0.07","23,464,446.65","85,985.00","272.89","United States","NYSE","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","23,424,968.34","0.07","23,424,968.34","43,803.00","534.78","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","23,423,783.68","0.07","23,423,783.68","87,559.00","267.52","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","23,392,653.24","0.07","23,392,653.24","72,804.00","321.31","United States","NYSE","USD","1.00","USD","-"
"INVE B","INVESTOR CLASS B","Financials","Equity","23,338,969.09","0.07","23,338,969.09","563,365.00","41.43","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"NG.","NATIONAL GRID PLC","Utilities","Equity","23,324,539.10","0.07","23,324,539.10","1,519,239.00","15.35","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"SNPS","SYNOPSYS","Information Technology","Equity","23,314,533.30","0.07","23,314,533.30","58,018.00","401.85","United States","NASDAQ","USD","1.00","USD","-"
"ICICIBANK","ICICI BANK","Financials","Equity","23,260,272.40","0.07","23,260,272.40","1,657,035.00","14.04","India","National Stock Exchange Of India","USD","95.82","INR","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","23,046,375.00","0.07","23,046,375.00","99,660.00","231.25","United States","NASDAQ","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","22,999,438.00","0.07","22,999,438.00","746,735.00","30.80","United States","NASDAQ","USD","1.00","USD","-"
"DASH","DOORDASH CLASS A","Consumer Discretionary","Equity","22,914,388.77","0.07","22,914,388.77","118,219.00","193.83","United States","NASDAQ","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","22,804,077.45","0.07","22,804,077.45","144,595.00","157.71","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","22,799,673.96","0.07","22,799,673.96","83,068.00","274.47","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","22,658,301.12","0.07","22,658,301.12","48,496.00","467.22","United States","NYSE","USD","1.00","USD","-"
"ABX","BARRICK MINING","Materials","Equity","22,631,707.84","0.07","22,631,707.84","529,061.00","42.78","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"NWG","NATWEST GROUP PLC","Financials","Equity","22,530,158.99","0.07","22,530,158.99","2,376,145.00","9.48","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","22,477,826.75","0.07","22,477,826.75","237,233.00","94.75","United States","NYSE","USD","1.00","USD","-"
